藥品代碼,商品名稱,藥品學名,藥品中文名,ATC_CODE1,藥品分類代碼說明,DC藥預設替代藥,盤點分類,衛署適應症,商品名
ASA01E,Asacol 500mg Supp#,MESALAZINE,安腸克栓劑,A07EC02,外用藥,,外用,潰瘍性結腸炎、輕度到中度直腸炎及直腸乙狀結腸炎。,ASACOL
ASA03O,Asacol MR 1600mg Tab,MESALAZINE,阿腸克(紅棕色橢圓形)腸溶錠,A07EC02,口服藥,,口服,治療輕度至中度急性潰瘍性結腸炎及其持續治療以防止復發。,ASACOL
ASC01O,Ascofen 100mg Tab,Aceclofenac,炎立消(白色圓凸型)膜衣錠,M01AB16,鎖檔,,口服,治療退化性關節炎、類風濕性關節炎、僵直性脊椎炎所引起之疼痛及發炎症狀。,ASCOFEN
ASI01I,Asiphylline 250mg/10ml Amp,AMINOPHYLLINE,心安寧注射液250公絲,R03DA05,注射藥,,針劑,心因性、支氣管氣喘及支氣管痙攣。,ASIPHYLLINE
ASP05O,Aspirin(強生) FC 100mg Tab,ASPIRIN (ACETYLSALICYLIC ACID),阿斯匹林(淡黃圓扁形)膜衣錠,N02BA01,口服藥,,口服,退燒、止痛（緩解頭痛、牙痛、咽喉痛、關節痛、神經痛、肌肉酸痛、月經痛）,ASPIRIN(強生)
ATA02O,Atanaal 5mg Cap,NIFEDIPINE,壓達能(淺橘橢圓形)膠囊,C08CA05,口服藥,,口服,狹心症、高血壓。,ATANAAL
ATH01S,Athmin Syrup 0.2mg/ml;60ml Bot#,KETOTIFEN,喘敏糖漿,R06AX17,口服分裝藥,,外用,支氣管氣喘、過敏性支氣管炎、與乾草熱有關之氣喘症狀、預防及治療過敏性鼻炎、過敏性皮膚反應。,ATHMIN
ATI01O,Ativan 0.5mg Tab #4,LORAZEPAM,安定文(藍色圓扁形)錠0.5公絲	,N05BA06,管四非麻醉藥,,管4,焦慮失眠,ATIVAN
ATO02O,ATOZET 10/20mg Tab#,"EZETIMIBE,ATORVASTATIN",優泰脂(白色雙凸橢圓形)膜衣錠10/20毫克,C10BA05,口服藥,,口服,高膽固醇血症,ATOZET
ATR01I,Atropine 1mg/1ml Amp,ATROPINE SULFATE,阿托品,A03BA01,注射藥,,針劑,膽石症、幽門痙攣、胃酸過多、胃痙攣、有機磷化物、毛果芸香鹼中毒、診斷用散瞳、調節痙攣、乙醚等麻醉時之抑制支氣管分泌,ATROPINE
ATR05E,Atropine Eye Drops 0.01% 30amp/Box,ATROPINE SULFATE,亞妥明眼藥水 0.01%,S01FA01,外用預設一份,,外用,散瞳及睫狀肌麻痺。,ATROPINE
AUB01O,Aubagio 14mg Tab,Teriflunomide,歐博捷(粉藍色五角形)膜衣錠14毫克,L04AK02,口服藥,,口服,1. 成人復發緩解型多發性硬化症(relapsing-remitting multiple sclerosis， RRMS)。2. 疑似多發性硬化症之成人臨床單一症候群(clinically isolated syndrome， CIS)。3. 成人活動性次發進展型多發性硬化症(active secondary progressive multiple sclerosis， active SPMS)。,AUBAGIO
AUG02O,Augtyro 40mg Cap,Repotrectinib,歐格樂膠囊40毫克,L01EX28,鎖檔,,口服,１、ROS1 陽性之非小細胞肺癌：適用於治療ROS1 陽性之局部晚期或轉移性非小細胞肺癌的成人病人。 ２、NTRK 基因融合陽性之實體腫瘤：適用於治療NTRK 基因融合陽性之實體腫瘤的成人病人，並應符合以下三項條件： (１)具NTRK 基因融合 (２)為轉移性實體腫瘤，或手術切除極可能?,AUGTYRO
AUG04S,Augmentin Syrup 457mg/5ml;35ml#,AMOXICILLIN+CLAVULANATE,安滅菌糖漿用粉劑,J01CR02,口服分裝藥,,外用,葡萄球菌、鏈球菌、肺炎雙球菌、腦膜炎球菌及其他具有感受性細菌引起之感染症。,AUGMENTIN
AVA01E,Avamys Nasal Spray 27.5ug/50uL;120D,FLUTICASONE FUROATE,艾敏釋鼻用噴液懸浮劑,R01AD12,外用分裝藥,,外用,治療2歲以上的兒童、青少年與成人的過敏性鼻炎。,AVAMYS
AVE01I,Avelox 400mg/250ml#,MOXIFLOXACIN (HCL),威洛速,J01MA14,注射藥,,針劑,用於治療成人(十八歲以上)感受性細菌引起的感染症，包括：上呼吸道及下呼吸道感染(急性鼻竇炎、慢性支氣管的急性惡化、社區性肺炎)，皮膚和軟組織的感染，複雜腹腔內感染(包括多種細菌感染症)。,AVELOX
AVE01O,Avelox 400mg Tab#,MOXIFLOXACIN (HCL),威洛速(淡紅紫長圓柱形)錠劑,J01MA14,口服藥,,口服,用於治療成人（十八歲以上）感受性細菌引起的感染症，包括：上呼吸道及下呼吸道感染（急性鼻竇炎、慢性支氣管炎的急性惡化、社區性肺炎），皮膚和軟組織的感染，複雜腹腔內感染(包括多種細菌感染症)。,AVELOX
AVO01O,Avodart 0.5mg Cap#,DUTASTERIDE,適尿通(黃色圓形)軟膠囊,G04CB02,口服藥,,口服,治療具有症狀之攝護腺肥大症 。而有緩解相關症狀， 降低急性尿滯留之發生率，減少攝護腺肥大症相關手術必要性之效果。,AVODART
AZA01E,Azarga Eye drops Susp 5ml,"Brinzolamide, Timolol Maleate",愛爾康複方愛舒壓懸浮液,S01ED51,外用預設一份,,外用,用於治療曾使用單方治療效果不佳的隅角開放性青光眼或高眼壓成人患者，以降低其眼內壓。,AZARGA
AZE01E,Azetin Spray 140mcg/dose;120d Bot,AZELASTINE HCL,噴立停鼻用噴液劑,R01AC03,外用分裝藥,,外用,過敏性鼻炎。,AZETIN
AZO03E,Azopt Oph Susp 1% 5ml#,BRINZOLAMIDE,愛舒壓點眼懸液劑,S01EC04,外用預設一份,,外用,高眼壓症及隅角開放性青光眼之患者。,AZOPT
BAI01I,Bain Inj. 10mg/1ml amp,NALBUPHINE HYDROCHLORIDE,芯奔注射液,N02AF02,注射藥,,針劑,解除中度到嚴重疼痛，也可作為平衡麻醉的補助劑。如手術前後之麻醉，及在分娩陣痛過程中的產科麻醉。,BAIN
BAK01O,Baktar Tab,"SULFAMETHOXAZOLE,TRIMETHOPRIM",撲菌特(白色圓扁形)錠劑400毫克,J01EE01,口服藥,,口服,葡萄狀球菌、鏈鎖球菌、肺炎雙球菌、大腸菌、赤痢菌及綠膿菌引起之感染症,BAKTAR
BAR02O,Baraclude 0.5mg Tab#,ENTECAVIR,貝樂克(灰白色三角形)膜衣錠,J05AF10,口服藥,,口服,治療有B 型肝炎病毒複製跡象之成人及2 歲以上兒童之慢性B 型肝炎病人。,BARACLUDE
BAR03O,BARACLUDE 1MG TAB#,ENTECAVIR,貝樂克(粉紅色三角形)膜衣錠,J05AF10,口服藥,,口服,治療有B 型肝炎病毒複製跡象之成人及2 歲以上兒童之慢性B 型肝炎病人。,BARACLUDE
BEE01O,Beesix 50mg Tab,PYRIDOXINE HCL,維六素(白色圓扁形)錠,A11HA02,口服藥,,口服,妊娠引起之噁心、嘔吐、皮膚炎、維他命Ｂ６缺乏症,BEESIX
BEF01O,Befon 5mg Tab,BACLOFEN,倍鬆(白色圓扁形)錠,M03BX01,口服藥,,口服,限於脊髓和大腦疾病或損傷引起的肌肉痙攣。,BEFON
BEN02I,Benlysta 120mg Vial,BELIMUMAB,奔麗生凍晶注射劑,L04AA26,注射藥,,冰箱(針劑),1.與標準治療併用，適用於在標準治療下仍存有高疾病活性(如：同時符合anti-dsDNA陽性、低補體、SELENA SLEDAI≧8)的自體免疫抗體陽性的全身性紅斑性狼瘡5歲以上病人。2.與標準治療併用，適用於患有活動性狼瘡腎炎的成年病人。,BENLYSTA
BEN03I,BENLYSTA 400MG VIAL,BELIMUMAB,奔麗生凍晶注射劑,L04AA26,注射藥,,冰箱(針劑),1.與標準治療併用，適用於在標準治療下仍存有高疾病活性(如：同時符合anti-dsDNA陽性、低補體、SELENA SLEDAI≧8)的自體免疫抗體陽性的全身性紅斑性狼瘡5歲以上病人。2.與標準治療併用，適用於患有活動性狼瘡腎炎的成年病人。,BENLYSTA
BEO01I,Beovu 120mg/mL Syringe,Brolucizumab,倍優視注射劑120毫克/毫升,S01LA06,注射藥,,冰箱(針劑),1.治療血管新生型(濕性)年齡相關性黃斑部退化病變(Neovascular (Wet)) Age-Related Macular Degeneration， wAMD)。2.糖尿病黃斑部水腫(Diabetic macular oedema， DME)所導致的視力損害。,BEOVU
BEO02I,Beovu (恩慈) 120mg/mL Syringe,Brolucizumab,倍優視注射劑120毫克/毫升,S01LA06,鎖檔,,冰箱(針劑),1.治療血管新生型(濕性)年齡相關性黃斑部退化病變(Neovascular (Wet)) Age-Related Macular Degeneration， wAMD)。2.糖尿病黃斑部水腫(Diabetic macular oedema， DME)所導致的視力損害。,BEOVU
BER01I,Beriplex P/N 500IU Vial,"Factor II、VII、IX、X, Protein C, Protei",第九凝血因子複合注射劑,B02BD01,注射藥,,針劑,適應症變更為：１、治療及手術前後期間預防因後天性缺乏凝血?原複合凝血因子，如因接受維生素K 拮抗劑治療造成之缺乏或維生素K拮抗劑過量，且須快速校正缺乏量時之出血。２、治療及手術前後期間預防因先天性缺乏任一 ...後略，請點選【藥品仿單】分頁查閱,BERIPLEX
BER05E,BeroDUAL N Metered Aerosol 200d#,"FENOTEROL HYDROBROMIDE,IPRATROPIUM BROMI",備喘全定量噴霧液,R03AL01,外用分裝藥,,外用,下列支氣管痙攣疾患之預防和治療:支氣管氣喘、阻塞性支氣管炎、慢性支氣管炎、氣腫和伴支氣管痙攣之肺支氣管障害。,BERODUAL
BES02I,Besremi 500mcg/mL Syringe,ropeginterferon alfa-2b,百斯瑞明針筒裝注射液劑500微克/毫升,L03AB15,個案藥,,冰箱(針劑),治療不具症狀性脾腫大之成人真性紅血球增多症病人。,BESREMI
BET01O,Betmiga PR 25mg Tab,Mirabegron,貝坦利持續性藥效錠,G04BD12,口服藥,,口服,治療伴有急尿、頻尿和/或急迫性尿失禁症狀的膀胱過動症,BETMIGA
BET02O,BETMIGA PR 50MG TAB,Mirabegron,貝坦利(黃色橢圓形)持續性藥效錠,G04BD12,口服藥,,口服,單一治療：治療伴有急尿、頻尿和/或急迫性尿失禁症狀的膀胱過動症。與蕈毒鹼性拮抗劑併用：與蕈毒鹼性拮抗劑solifenacin succinate併用可用於治療伴有急尿、頻尿和/或急迫性尿失禁症狀的膀胱過動症。,BETMIGA
BET07O,BETALOC ZOK 100MG TAB,METOPROLOL,舒壓寧(白色圓扁形)錠劑,C07AB02,口服藥,,口服,高血壓、心絞痛、慢性心衰竭、在心肌梗塞之急性期後預防心肌之死亡及再梗塞、心律不整。,BETALOC
BET14E,Betadine Throat Spray 0.45% 50ml,POVIDONE-IODINE,必達定殺菌口腔噴液,R02AA15,外用預設一份,,外用,口腔消毒殺菌,BETADINE
BEV01E,Bevespi Aerosphere 7.2/5mcg Inh; 120d#,"FORMOTEROL FUMARATE DIHYDRATE,GLYCOPYRRO",必肺宜氣化噴霧劑,R03AL07,外用分裝藥,,外用,BEVESPI AEROSPHERE是glycopyrronium和formoterol fumarate dihydrate的組合藥品，適用於慢性阻塞性肺病(Chronic Obstructive Pulmonary Disease， COPD)病人氣流阻塞的長期維持治療。,BEVESPI
BEX01I,Bexsero Vaccine 0.5ml Syringe,RECOMBINANT NEISSERIA MENINGITIDIS GROUP,必思諾B型腦膜炎雙球菌疫苗,J07AH09,注射藥預設一份,,冰箱(針劑),適用於2個月以上兒童及成人之主動免疫接種，以預防B型奈瑟氏腦膜炎雙球菌所引起的侵入性腦膜炎雙球菌疾病。,BEXSERO
BEY01I,Beyfortus 50mg/0.5mL Syringe,NIRSEVIMAB,樂唯初注射劑,J06BD08,注射藥,,冰箱(針劑),預防呼吸道融合病毒(RSV)引起的下呼吸道疾病，適用於： ?一歲以下兒童。 ?具有易感染嚴重RSV疾病的風險因子，包括支氣管肺發育不全(BPD)或患有血液動力學上顯著之先天性心臟病(CHD)之一歲以上至未滿兩歲兒童。,BEYFORTUS
BEY02I,BEYFORTUS 100MG/1ML SYRINGE,NIRSEVIMAB,樂唯初注射劑,J06BD08,注射藥,,冰箱(針劑),預防呼吸道融合病毒(RSV)引起的下呼吸道疾病，適用於： ?一歲以下兒童。 ?具有易感染嚴重RSV疾病的風險因子，包括支氣管肺發育不全(BPD)或患有血液動力學上顯著之先天性心臟病(CHD)之一歲以上至未滿兩歲兒童。,BEYFORTUS
BFL01I,Bfluid 1000ml Bag,"Amino Acids, Glucose, Electrolytes",必富力得注射液,B05BA10,注射藥,,針劑,經口攝取不足、輕度的低蛋白血症、輕度的營養障礙、手術前後等狀態時的氨基酸、電解質、維生素B1及水分之營養補給。,BFLUID
BIC03I,Bicillin L-A 2.4MIU/4ml Susp Inj,BENZATHINE BENZYLPENICILLIN,必希寧注射劑,J01CE08,注射藥預設一份,,冰箱(針劑),對benzathine penicillin G具有感受性之菌株所引起之感染症。,BICILLIN
BIN01O,Binin-U 5mg Tab,HALOPERIDOL,易寧優(綠黃色圓扁形)錠劑,N05AD01,口服藥,,口服,躁病、精神病狀態、噁心、嘔吐、攻擊性與破壞性之行為障礙、舞蹈病,BININ-U
BIO01E,Biodyne Oint 10gm,POVIDONE-IODINE,百潔碘軟膏,D08AG02,外用預設一份,,外用,緊急處理擦傷、切傷、刺傷、抓傷等導致皮外之傷口及傷口周圍的消毒、殺菌來防止傷口的感染。,BIODYNE
BIO02O,Bio-Cal Plus Chewable Tab,"CHOLECALCIFEROL,TRIBASIC CALCIUM PHOSPHA",滋骨加強(淡粉紅色扁橢圓形)咀嚼錠,A12AA01,口服藥,,口服,預防鈣質與維生素D缺乏症，如骨質疏鬆症,BIO-CAL
BIO03O,Bioflor 250mg Powder For Oral Susp,SACCHAROMYCES BOULARDII CNCM I-745,億活散,A07FA01,口服藥,,口服,緩解輕度急性腹瀉,BIOFLOR
BIO06O,Biofermin-R Powder 6mg/1gm Pack,ANTIBIOTICS-RESISTANT LACTIC ACID BACTER,表飛鳴-樂散,A07FA01,鎖檔,,口服,下列抗生素、化學療法劑投與時腸內菌叢異常所引起諸症狀之改善、例如：ＰＥＮＩＣＩＬＬＩＮ系、ＣＥＰＨＡＬＯＳＰＯＲＩＮ系、ＡＭＩＮＯＧＬＹＣＯＳＩＤＥ系、ＭＡＣＲＯＬＩＤＥ系、ＴＥＴＲＡＣＹＣＬＩＮＥ系、ＮＡＬＩＤＩＸＩＣ　ＡＣＩＤ系,BIOFERMIN-R
BIP01O,Biperin 2mg Tab,BIPERIDEN HCL,帕金寧(白色圓扁形)錠劑,N04AA02,口服藥,,口服,帕金森氏症。,BIPERIN
BIP02I,Bipiden 5mg/1ml Amp,BIPERIDEN LACTATE,美必定,N04AA02,注射藥,,針劑,帕金森氏症。,BIPIDEN
BIS01O,Bismuth 324mg Tab VPP,BISMUTH,次碳酸鉍(白色圓扁形)錠劑,A07BB,口服藥,,口服,胃酸過多、腹瀉,BISMUTH
BIS02E,Bisadyl 10mg Supp,BISACODYL,秘瀉樂栓劑,A06AB02,外用藥,,外用,暫時緩解便秘、診斷及手術前清腸。,BISADYL
BIS03S,Bisolvon Solu 2mg/ml;50ml#,BROMHEXINE,氣舒痰,R05CB02,鎖檔,,外用,袪痰。,BISOLVON
BIS04O,Bisacodyl 5mg Tab,BISACODYL,秘克的(淺黃圓凸形)錠,A06AB02,口服藥,,口服,暫時緩解便祕、診斷及手術前清腸。,BISACODYL
BIS05O,Bistin 20mg Tab,BILASTINE,倍抗敏(白色橢圓形)錠,R06AX29,口服藥,,口服,緩解成人及12歲(含)以上兒童過敏性鼻炎(季節性和常年性)及慢性蕁麻疹的症狀。,BISTIN
BLO01O,Blopress 8mg Tab,CANDESARTAN CILEXETIL,博脈舒(淺粉紅圓扁形)錠劑,C09CA06,口服藥,,口服,1.本態性高血壓。2.治療左心室射出率≦40%之心臟衰竭病患，作為血管加壓素轉化?抑制劑(ACE-inhibitors)輔助療法，或使用於無法耐受血管加壓素轉化?抑制劑(ACE-inhibitors)的病人，以減少心臟血管死亡率或心衰竭導致之住院。,BLOPRESS
BLO02O,Bloodfull Tab,"FE FUMARATE,FOLIC ACID,B1,B2,B12,NICOTIN",益血康(紅色圓凸形)糖衣錠,B03AE02,口服藥,,口服,妊娠期、發育期、貧血、手術後及其他一般鐵質缺乏性貧血低血色素性貧血,BLOODFULL
BLO03O,BLOPRESS PLUS 16/12.5mg Tab,"Candesartan cilexetil,Hydrochlorothiazid",博脈舒加強(淡粉紅橢圓形)錠劑,C09DA06,口服藥,,口服,本態性高血壓，以Candesartan cilexetil或Hydrochlorothiazide單獨治療無法有效控制的本態性高血壓。,BLOPRESS
BOB01I,Bobimixyn 500KU Vial,POLYMYXIN B SULFATE,寶比黴素凍晶注射劑,J01XB02,注射藥,,針劑,用於患有對Polymyxin B具感受性且具多重抗藥性之革蘭氏陰性菌引起之嚴重感染成人病人，不適合用於治療泌尿道感染,BOBIMIXYN
BOK01O,Bokey 100mg Em Cap,ASPIRIN (ACETYLSALICYLIC ACID),伯基(鮮橙/透明長圓柱形)膠囊,B01AC06,口服藥,,口服,預防心肌梗塞，預防血栓性栓塞症，短暫性缺血性發作,BOKEY
BOO01I,Boostrix 0.5ml Syringe,"DIPHTHERIA TOXOID,PERTUSSIS TOXOID,TETAN",補施追疫苗,J07AJ52,注射藥預設一份,,冰箱(針劑),1.適用於四歲(含)以上者之追加疫苗接種，以預防白喉、破傷風、百日咳。2.適用於懷孕期間接種，以提供嬰兒早期被動性預防百日咳。,BOOSTRIX
BOT01I,Botox 100u Vial,CLOSTRIDIUM BOTULINUM TOXIN TYPE A,保妥適,M03AX01,鎖檔,,冰箱(針劑),眼瞼痙攣、半面痙攣、局部肌肉痙攣、斜視、痙攣性斜頸、小兒腦性麻痺引起之肌肉痙攣、上臉部皺紋(皺眉紋、抬頭紋、魚尾紋)、原發性腋窩多汗症、成人上肢痙攣。因脊髓病變所引起的逼尿肌過動而導致尿失禁之成人病人， ...後略，請點選【藥品仿單】分頁查閱,BOTOX
BOT04I,Botox (恩慈) 100u Vial,CLOSTRIDIUM BOTULINUM TOXIN TYPE A,保妥適,M03AX01,鎖檔,,冰箱(針劑),,BOTOX
BOW01O,Bowklean Powder 16.2g/pack,"Magnesium Oxide, Picosulfate Sodium, Cit",保可淨散劑,A06AB58,口服藥,,口服,成人大腸鏡檢查前之清腸劑,BOWKLEAN
BRA01O,Braftovi 75mg Cap,Encorafenib,迫癌癒 75 毫克膠囊,L01EC03,口服化學治療藥物,,口服,- 與binimetinib 併用，治療帶有BRAF V600突變且無法切除或有轉移現象的黑色素瘤成人病人。 - 與cetuximab 併用，治療帶有BRAF V600E突變且曾接受全身性療法的轉移性結腸直腸癌（CRC）成人病人。,BRAFTOVI
BRE01E,Breztri Aerosphere 160/7.2/5mcg Inh; 120,"BUDESONIDE MICRONIZED,FORMOTEROL FUMARAT",必肺暢氣化噴霧劑,R03AL11,外用分裝藥,,外用,適用於已接受吸入性皮質類固醇與長效β2作用劑合併治療、或長效β2作用劑與長效蕈毒鹼受體拮抗劑合併治療，而仍控制不佳的中至重度慢性阻塞性肺病 (COPD) 病人的維持治療。,BREZTRI
BRI01O,BRILINTA FC 90MG TAB#,TICAGRELOR,百無凝膜衣(黃棕色圓凸型)錠90毫克,B01AC24,口服藥,,口服,1.急性冠心症或心肌梗塞病史：Brilinta與Aspirin併用，可減少急性冠心症(ACS)病人或有心肌梗塞(MI)病史合併有高風險發生動脈血栓事件病人之栓塞性心血管(CV) 事件的發生率。對於ACS病人的治療，與Clopidogrel相比，B ...後略，請點選【藥品仿單】分頁查閱,BRILINTA
BRI02O,Brintellix 10mg Tab,Vortioxetine hydrobromide,敏特思(黃色橢圓形)膜衣錠,N06AX26,口服藥,,口服,成人鬱症 (MAJOR DEPRESSIVE DISORDER),BRINTELLIX
BRI03O,Briviact FC 100mg Tab,BRIVARACETAM,必治癲(灰綠色橢圓形)膜衣錠,N03AX23,口服藥,,口服,BRIVIACT適用於1個月以上局部癲癇發作病人的治療。,BRIVIACT
BRO02I,Brosym For Inj 2Gm/Vial,"Cefoperazone,Sulbactam",博益欣注射劑,J01DD62,注射藥,,針劑,適用於治療由感受性細菌所引起的下列感染：上、下呼吸道感染、上、下泌尿道感染、腹膜炎、膽囊炎、膽管炎及其他腹腔內感染、骨盆發炎、子宮內膜炎及其他生殖道感染、以及創傷燙傷、手術後之二次感染。,BROSYM
BRO02O,Broen-C Enteric F.C. Tab,"L-Cysteine, Bromelain",撲炎喜腸溶膜衣(黃色圓凸型)錠,D03BA03,口服藥,,口服,手術後及外傷後腫脹之緩解、副鼻腔炎、乳房鬱積、呼吸器疾患隨伴喀痰喀出困難、氣管內麻醉後之喀痰喀出困難、痔核,BROEN-C
BRO07S,Brown Mixture Liq. 120ml Bot#,COMPOUND GLYCYRRHIZA MIXTURE(With Opium),複方甘草合劑液,R05FA02,口服分裝藥,,外用,鎮咳、袪痰。,BROWN
BRU01O,Brukinsa 80mg Cap,ZANUBRUTINIB,百悅澤(白色不透明)膠囊,L01EL03,口服化學治療藥物,,口服,"1. 適用於先前曾接受至少一種治療的被套細胞淋巴瘤(Mantle Cell Lymphoma, MCL)成人病人。 2. 適用於治療華氏巨球蛋白血症(Waldenstrom's macroglobulinemia, WM)成人病人。 3. 適用於先前曾接受至少一種抗CD20療法的復發  ...後略，請點選【藥品仿單】分頁查閱",BRUKINSA
BUP01O,Bupion SR 150mg Tab,BUPROPION HCL,布憂平(紫色圓扁形)持續藥效錠,N06AX12,口服藥,,口服,治療憂鬱症、及治療尼古丁依賴症，作為戒菸之輔助。,BUPION
BUR01I,Burinex 2mg/4ml Amp,BUMETANIDE,必瑞注射液,C03CA02,注射藥,,針劑,利尿、水腫,BURINEX
BUS01I,Buscopan 20mg/1ml Amp,HYOSCINE-N-BUTYLBROMIDE,補斯可胖,A03BB01,注射藥,,針劑,胃腸痙攣及運動亢進、膽管痙攣及其運動障礙、尿路痙攣、女性生殖器之痙攣症狀。,BUSCOPAN
BUS03O,Busix 1mg Tab,BUMETANIDE,必得寧(白色圓扁形)錠,C03CA02,口服藥,,口服,水腫、利尿,BUSIX
CAB01O,Cabometyx 60mg Tab,Cabozantinib,癌必定(黃色橢圓形)膜衣錠,L01EX07,口服化學治療藥物,,口服,1. 腎細胞癌：單一療法適用於：(1) 未曾接受治療的中度/重度風險晚期腎細胞癌病人。(2) 先前經抗血管新生療法治療 (anti-angiogenic therapy) 的晚期腎細胞癌病人。本品與nivolumab合併療法適用於未曾接受治療的晚期 ...後略，請點選【藥品仿單】分頁查閱,CABOMETYX
